,p-error,p-iqr,p-under_mu,p-under_mu2,p-skew,p-count_var,p-count_kl,p-patchiness,p-centroids,p-point_dist,a-error,a-iqr,a-under_mu,a-under_mu2,a-skew,a-count_var,a-count_kl,a-centroids,a-point_dist,a-patchiness,EEE,VRM,IsoScore,alpha,new_average
bert-small_60_3,0.16936114,0.0760417878627777,0.5184413758817832,0.0,0.2655248814159937,0.0499711847023075,0.0302866856613735,1.0025557578196282,0.004009261,0.88715263671875,0.11890846,0.088189035654068,0.4921185939468744,0.0,-0.0972153288816349,0.0737419114051726,0.0425179547097411,0.0041641304,0.88903642578125,1.0040301283660704,0.8417,0.8025,0.1239,60.0,0.3891555297804585
bert-small_12_1,0.22287966,0.0866835117340087,0.5095014014245673,0.0019971371510367,-0.2167551488933028,0.4021721667156209,0.2384411670380417,1.0243799069385982,0.025807321,0.9298052734375,0.13459757,0.1151537895202636,0.5116271096368296,0.0001971422938791,0.1959178804851886,0.13546105736648,0.0719399245165614,0.002698235,0.95842587890625,1.007846817740059,0.772,0.5887,0.1534,12.0,0.45535914024395197
bert-small_60_2,0.17230219,0.0758935809135437,0.5191870880368913,0.0,0.3074770686024133,0.0254034856439774,0.0148235799132032,1.0010283379763256,0.004213375,0.8668025390625,0.12682551,0.0804903507232666,0.5110271113511105,0.0,0.127200147507535,0.0386424768477094,0.0231198526067073,0.0032973213,0.8654743164062499,1.0018514119995694,0.842,0.7957,0.1111,60.0,0.38504023469100696
bert-small_25_2,0.14916363,0.0767192840576171,0.5181842337593321,1.714280816340525e-05,0.1931497835477996,0.1676560420355894,0.1095154304214165,1.0098715490272925,0.0056520374,0.9042158203125,0.09871713,0.0939298272132873,0.5012728535061328,0.0,0.0225170561524733,0.1308702073178236,0.0661667677553302,0.012253265,0.92621044921875,1.0075579436356683,0.7857,0.6387,0.1625,25.0,0.4010091918948768
bert-small_70_2,0.10722605,0.0807609856128692,0.526344210445113,0.0,0.3525703424529416,0.0694327578807611,0.0412858550348274,1.0037651069906843,0.0064430265,0.90457822265625,0.07290841,0.0959278643131256,0.4958300119142517,0.0,-0.0588713706766942,0.1099676770292851,0.0618536338168763,0.007926742,0.907501953125,1.0062775405685946,0.8637,0.8687,0.097,70.0,0.37450984738466864
bert-small_70_3,0.21397813,0.0782242715358734,0.5218613661103826,0.0,0.3280837915529114,0.0264145721159388,0.0159805714549614,1.001091775785252,0.002307109,0.8591736328124999,0.15793346,0.0748726725578308,0.513461390110314,0.0,0.1664391237397688,0.0294011359825386,0.0167579319712585,0.0026830346,0.85815341796875,1.0012772520151825,0.8365,0.784,0.1219,70.0,0.36548436173381216
bert-small_25_1,0.18930107,0.0698798596858978,0.5188528032777049,0.0,0.2356658578850519,0.0979324239576207,0.0652508617378811,1.0055437095945734,0.011181471,0.85131787109375,0.13799423,0.0847525596618652,0.4971585795469155,0.0,-0.0104706445114924,0.1039254359320314,0.0572698898970217,0.0075226985,0.8650546875,1.00589994886504,0.7666,0.5974,0.1827,25.0,0.4100180597625802
bert-small_25_3,0.19946404,0.0731295645236969,0.5147985291470596,8.571404081702625e-06,0.1525933493408113,0.1122049263109319,0.0751081143088181,1.0064289630502607,0.009045211,0.86966533203125,0.14083475,0.0908183753490448,0.4983328619061088,0.0,-0.0301144420054379,0.1193625702460218,0.0647428820516583,0.0072947396,0.8854697265625,1.0068545147083294,0.768,0.596,0.1794,25.0,0.4065642125121331
bert-small_14_2,0.22245173,0.0800395309925079,0.507118551089854,0.0006085696898008,-0.1520011670485258,0.2877519960767247,0.1783500131307074,1.017316094307381,0.020353258,0.91195888671875,0.14314707,0.1043886840343475,0.5073414075959783,0.0,0.080579211303159,0.1123990927055305,0.0574598673545732,0.005347737,0.941370703125,1.006414934003896,0.7466,0.5402,0.1879,14.0,0.42547700545127354
bert-small_14_1,0.20150419,0.0796410143375396,0.5163670960940112,9.428544489872886e-05,0.1360073694331902,0.2941634183260695,0.1850254314623627,1.0177189581604005,0.016713543,0.91726083984375,0.12820266,0.1007821559906005,0.5202413707389407,0.0,0.238347459314149,0.1082732372378857,0.0562240386540281,0.0057853064,0.944939453125,1.0061599761138618,0.7567,0.5605,0.1765,14.0,0.4372812579396159
bert-small_70_1,0.1870435,0.079658031463623,0.5224099359716116,0.0,0.3203683866599631,0.0396863726392997,0.0249696622413605,1.0019176527965603,0.0052642506,0.86867939453125,0.13616946,0.0855826437473297,0.5051471281510624,0.0,0.0506865411317277,0.0489496364237385,0.0279259751530195,0.0017647143,0.8683369140625,1.0024913707916363,0.8402,0.7979,0.1195,70.0,0.3693871532524298
bert-small_27_2,0.21153533,0.0707247555255889,0.5151242425021643,0.0,0.1925558827520766,0.0828098824093741,0.0539533701715384,1.0046006648609591,0.007901,0.8621812500000001,0.15254037,0.0885522663593292,0.491295739155031,0.0,-0.1003959211960908,0.0997790268462311,0.0557470452007125,0.006188307,0.87480458984375,1.0056440053153315,0.7775,0.6205,0.1706,27.0,0.40241789327380617
bert-small_80_3,0.15077755,0.0797924399375915,0.5219299373430362,0.0,0.3320614320950184,0.0520962815193334,0.0313935742205822,1.002687517654469,0.004722585,0.88114912109375,0.10644789,0.0834841728210449,0.5019242802163423,0.0,0.0350527950572589,0.068419924155373,0.0392243906170895,0.004674766,0.88205537109375,1.0037001992146477,0.8446,0.8055,0.1131,80.0,0.3768633685552595
bert-small_16_2,0.17302577,0.0810933709144592,0.5124671072368364,0.0002228565061242,0.0429143944108222,0.2915068742404945,0.1830567481302795,1.0175489856459592,0.017267417,0.9106056640625,0.11134447,0.102606177330017,0.501469995800012,0.0,0.0466947162459957,0.1196720708001672,0.0614271975890754,0.0056652613,0.9396806640625,1.006863801185876,0.7556,0.56,0.1807,16.0,0.4354290269987561
bert-small_16_1,0.20634432,0.076742947101593,0.5120556798409147,1.714280816340525e-05,-0.0017680338766647,0.2575992509745274,0.1641525203939679,1.0154573646838103,0.02252706,0.8876902343749999,0.13853842,0.0992890894412994,0.5064328387633178,0.0,0.0512615940995422,0.1156850704859244,0.0590157787029443,0.010018893,0.92361572265625,1.0066193470072489,0.7446,0.5402,0.1953,16.0,0.4242441009146083
bert-small_80_2,0.2146971,0.0756646990776062,0.5167785234899329,0.0,0.2526140007998003,0.0241284546807094,0.0142383156459407,1.000948625321623,0.0072777253,0.8670659179687501,0.1563929,0.0782224535942077,0.5054728415061671,0.0,0.032393216681876,0.0348780099032501,0.0204599155892036,0.0018586244,0.865405859375,1.00161747857715,0.8435,0.8063,0.1147,80.0,0.36809925406485544
bert-small_80_1,0.19163851,0.0802536904811859,0.5218613661103826,0.0,0.3301464085010544,0.0328133420974634,0.0189577914183822,1.001489112420876,0.003967295,0.86654541015625,0.13998969,0.0829081833362579,0.513229962200108,0.0,0.1392732836433255,0.0441163796126961,0.0257734163866334,0.005103618,0.8654703125,1.002191696161208,0.8385,0.7915,0.1208,80.0,0.3690536418215073
bert-small_27_3,0.16355693,0.068152904510498,0.5102471135796754,0.0,0.1585932781156491,0.1255425507197411,0.0813337487629992,1.0072561143073488,0.0072541786,0.8907208984374999,0.112620406,0.0857331752777099,0.4959500115713955,0.0001199996571438,-0.1022558781254906,0.1316030697635818,0.0696782183466482,0.009339098,0.90893974609375,1.0076102482510705,0.784,0.6353,0.1678,27.0,0.40788035586677435
bert-small_27_1,0.16292116,0.0731201469898223,0.5203013705675127,9.428544489872886e-05,0.1979792371683214,0.1557442443303441,0.0986183408383312,1.0091314379258924,0.009818867,0.8888767578125,0.11152155,0.0956394076347351,0.4982642906734552,0.0,-0.0056331610326596,0.1410214818650502,0.0739062280088462,0.009252372,0.90964013671875,1.0081882821071986,0.7804,0.6268,0.1661,27.0,0.4074683800437461
bert-small_90_2,0.1980806,0.0744727849960327,0.5224870786083469,0.0,0.3422940368267446,0.028590618626447,0.0173821911387943,1.001226455570754,0.00330942,0.8569111328125001,0.14588442,0.0808059871196746,0.5086528324204788,0.0,0.1074523948601186,0.0339280419688003,0.0198434163049367,0.0042590927,0.85633486328125,1.0015578164854235,0.828,0.7642,0.1292,90.0,0.3676503814532503
bert-small_33_1,0.14779781,0.0755437612533569,0.5182099479715773,0.0,0.2065030205303684,0.115701772189879,0.0761842919262218,1.0066447361193107,0.010868363,0.88992255859375,0.101029366,0.0911769270896911,0.4928643061019825,0.0,-0.0948397607069716,0.1146216369364368,0.0602729060218515,0.0054933676,0.90587099609375,1.006558324857988,0.8053,0.693,0.1466,33.0,0.3996140508418824
bert-small_33_2,0.16225639,0.0732058584690094,0.5187499464287245,0.0,0.2527692320546764,0.1228138601292358,0.0802014014628452,1.0070886115257334,0.010975851,0.88455771484375,0.11161541,0.0924404263496398,0.4943643018162805,0.000171428081634,-0.1167840874742417,0.1220833022539298,0.0646457163138988,0.009196185,0.9000250000000001,1.0070207197340952,0.8061,0.6954,0.1449,33.0,0.40268807040338506
bert-small_90_3,0.21636185,0.0717030763626098,0.5200356570409799,0.0,0.2907170549366429,0.0214350103440506,0.0131695623948728,1.0007827888162004,0.0022670154,0.852435546875,0.16346481,0.0758598744869232,0.5094671158082406,0.0,0.0947441713805642,0.0210180854501473,0.011984593246969,0.005730697,0.851778515625,1.000756227727162,0.8302,0.7685,0.1312,90.0,0.36872291437625354
bert-small_90_1,0.19549355,0.0743552148342132,0.5184156616695381,0.0,0.2490213275018687,0.0273505440630376,0.0176081669694776,1.0011505250985206,0.005182772,0.86518642578125,0.1440519,0.0793348550796508,0.5009042831306196,0.0,-0.0101924118998572,0.0367186761795292,0.0215541544958968,0.003919783,0.8643938476562499,1.0017320513755086,0.8378,0.7885,0.1205,90.0,0.3717802739590247
bert-small_33_3,0.19562514,0.0741358995437622,0.5169413801674853,0.0,0.1956670697540274,0.0885107673818674,0.056494102991623,1.0049537608351018,0.008090707,0.8782416015625,0.13712645,0.0951620936393737,0.4950328713346533,5.142842449021574e-05,-0.0836810904377606,0.1125200197890391,0.0603090982672954,0.004893626,0.8879650390625,1.006431195919134,0.8014,0.6857,0.153,33.0,0.3901890618946573
bert-small_18_3,0.18117265,0.0713502764701843,0.5118585375470356,0.0001371424653072,0.0061606647292497,0.2237424156536199,0.1450463235726468,1.013356294436882,0.016403005,0.89417431640625,0.12148753,0.0970114767551422,0.504812843391876,0.0,0.0555247909651645,0.1117423712959137,0.0570242605454998,0.004952606,0.923928515625,1.0063742674607663,0.749,0.5489,0.1901,18.0,0.41485944461656477
bert-small_18_1,0.2003555,0.0759094953536987,0.5089271173510933,8.571404081702625e-06,-0.0255761604529571,0.1770026046386884,0.1111098582810879,1.0104503828135436,0.010896692,0.8986039062500001,0.1349228,0.0961948335170745,0.4971842937591607,0.0,-0.0680309230224335,0.1232581973295178,0.063770511687356,0.0077221626,0.9217966796875,1.0070881624834014,0.7524,0.5562,0.188,18.0,0.4230385329735301
bert-small_18_2,0.24962634,0.0694142878055572,0.5097756863551819,3.42856163268105e-05,0.0169225267586638,0.1627696121733257,0.1088485156090623,1.0095763842159915,0.011898857,0.84608466796875,0.18010156,0.0878233313560485,0.4896243153590989,0.0,-0.1230585919292176,0.1252023295883005,0.0663428826952307,0.006165252,0.8721226562500001,1.0072113787588992,0.7298,0.5127,0.2082,18.0,0.41164558398215223
bert-small_0.5_1,0.4883825,0.1461292207241058,0.4401673138076748,0.0038914174530929,-0.7306192250962726,0.2235342145225338,0.1103776262425605,1.013260958165335,0.020931292,0.75539755859375,0.3568277,0.1461116969585418,0.4823643361018968,0.0020399941714452,-0.2689245354072254,0.4524935375486146,0.1966869424764709,0.0209427,0.72602021484375,1.0271351060843763,0.5697,0.2574,0.2234,0.5,0.7317194331276438
bert-small_0.5_2,0.49490088,0.1510396897792816,0.433618761089254,0.009857114693958,-0.8554006582644337,0.2252554497600802,0.1074253790938598,1.013367435271179,0.032264,0.7522759765625,0.36202425,0.1520557105541229,0.483427190208028,0.0041571309796257,-0.3430690809888144,0.4834963010523158,0.2009505411477192,0.019587599,0.72378828125,1.028867453801559,0.5665,0.2582,0.2127,0.5,0.7275007249472369
bert-small_0.5_3,0.48562688,0.1561360955238342,0.4337559035545613,0.0114342530449913,-0.8458895096474408,0.2262230049092883,0.1119784591164533,1.0134370991343238,0.021095095,0.75166552734375,0.35389125,0.1481526792049408,0.4801871994651444,0.0062056965551527,-0.3692170115399117,0.4280041627662228,0.1904565248909838,0.006683888,0.7271455078125,1.0256382875355965,0.5684,0.2486,0.2186,0.5,0.7303652202574562
bert-small_1.5_1,0.31858414,0.1228422820568084,0.4780529198488004,0.0,-0.0399885709686001,0.1706733734644387,0.0922152783104338,1.0100192757259958,0.013532314,0.7607680664062499,0.22582902,0.1282130479812622,0.5094414015959955,0.0,0.2858915614587953,0.41062714664619,0.1658807261397469,0.017438538,0.73629404296875,1.0243283810942565,0.6294,0.3561,0.1879,1.5,0.7124678908102806
bert-small_1.5_2,0.32704663,0.1265457272529602,0.4947157293836303,0.0,0.1151971972675179,0.1872365215369716,0.0959100762405881,1.0110310891768497,0.01956987,0.7614655273437501,0.23277014,0.1242822557687759,0.5250156428124491,0.0,0.476426246818424,0.3259811400990578,0.145369012905142,0.022230031,0.7416411132812499,1.019344972770916,0.6306,0.334,0.1837,1.5,0.7189484644757995
bert-small_1.5_3,0.34478962,0.1586999595165252,0.4769729229345059,0.0,-0.0409571441454754,0.2305751871547812,0.1097759030199372,1.0136657504318247,0.026567763,0.75741943359375,0.2470893,0.1547469198703766,0.5235499327144779,0.0,0.3083779460106223,0.361583050716959,0.1710872117052575,0.027811285,0.73432834799609,1.0217177588855884,0.6324,0.3461,0.1783,1.5,0.7089446006179646
bert-small_2.5_1,0.15739097,0.0938842892646789,0.5081214053674132,8.571404081702625e-06,0.2266675255289795,0.1452444549647462,0.0795496372596625,1.0084575834907803,0.0073808604,0.7835405669599218,0.109468475,0.1037109196186065,0.5200699426573067,0.0,0.4204361359383494,0.2802897072748078,0.1141868344505271,0.008386366,0.78721328125,1.016551524504929,0.7412,0.4951,0.0939,2.5,0.6704295788050365
bert-small_2.5_2,0.17879616,0.0912199318408966,0.5020185656612409,0.0,0.1620715732206573,0.1648650867225193,0.086747100964426,1.0096591455389874,0.009047257,0.7699552734374999,0.12473276,0.1041794419288635,0.5157842406164553,0.0,0.3107737432316521,0.2267388044092895,0.1066960735299722,0.008857172,0.7746922851562499,1.0134227673958114,0.7151,0.474,0.142,2.5,0.6863778401189944
bert-small_2.5_3,0.21705356,0.0947000980377197,0.5132642478164348,0.0,0.2211243638504967,0.1871219354295279,0.0999986003961325,1.0110316545940266,0.012026455,0.78483515625,0.14918385,0.1067539751529693,0.5100928283062048,0.0,0.235541212834342,0.2476677645354274,0.1211641942131461,0.00718637,0.7924305664062501,1.0147427290939786,0.7204,0.4868,0.1482,2.5,0.6708557336098311
bert-small_3.5_1,0.1917067,0.0811154544353485,0.5442584449758715,1.714280816340525e-05,0.5802486224008063,0.2158728275962045,0.1221532604813017,1.0128392480526611,0.010195424,0.873026953125,0.119148165,0.0930200517177581,0.5416698809431973,0.0,0.6423173038897315,0.1802603126939803,0.0871000955805345,0.007840349,0.8974065429687501,1.0105966319043638,0.7817,0.6089,0.1029,3.5,0.6392721449175451
bert-small_3.5_2,0.12900832,0.0754246115684509,0.5368784660615256,6.8571232653621e-05,0.583968048759092,0.2136094595987195,0.1271650852703988,1.0127065313579824,0.014371201,0.8794146484375001,0.07779391,0.0856364667415618,0.5399898857431836,0.0,0.6585500339618767,0.2048220811371572,0.1023838147420434,0.0039863046,0.90683447265625,1.012115140843484,0.8018,0.6567,0.0789,3.5,0.6347368040238563
bert-small_3.5_3,0.11180378,0.0728183686733245,0.5441898737432179,0.0002828563346961,0.6397379557803213,0.2586506871371929,0.1501927553484907,1.0154865065907543,0.01653043,0.88821123046875,0.06486965,0.0742624253034591,0.5408470261513538,1.714280816340525e-05,0.7123940529464676,0.2054520854188488,0.1012224672119637,0.0055086315,0.91748271484375,1.012155284287562,0.8243,0.7082,0.0694,3.5,0.6391137349660045
bert-small_4.5_1,0.16177598,0.0885603129863739,0.5384127473921503,7.714263673532361e-05,0.5135881457629627,0.3138283034629704,0.1793958354653926,1.0189021276932997,0.0098087825,0.929169921875,0.08632308,0.1042190343141555,0.5474298644861014,0.0012342821877651,0.6750025631315256,0.1927809485681614,0.0965832800162325,0.0030980743,0.95283798828125,1.011372277888421,0.8385,0.7479,0.0768,4.5,0.6075107782387426
bert-small_4.5_2,0.119015746,0.1004121303558349,0.5593098305433413,0.0002399993142876,0.731905993131712,0.2683961756317993,0.1488176906346059,1.0160793253419893,0.015397077,0.93567890625,0.06331648,0.1079165190458297,0.5700840854740415,0.001354281844909,0.8897278816042331,0.1757515669597734,0.0913504128004296,0.004677537,0.95198994140625,1.0103358435170342,0.8475,0.773,0.0777,4.5,0.6033377222792387
bert-small_4.5_3,0.13437466,0.0994863361120224,0.542484164330959,0.0007028551346996,0.5392391923352795,0.3030991334510755,0.1727469888096497,1.0182272934760312,0.010708902,0.9311142717497556,0.06904228,0.1004882007837295,0.5514584244045017,0.0018685660898111,0.680479955406874,0.2284904164699406,0.1180489159728597,0.0040179687,0.951979296875,1.0135907374400628,0.8549,0.7924,0.0664,4.5,0.599717606187723
bert-small_5.5_1,0.18670365,0.1010617613792419,0.5383013191390882,0.0004199988000034,0.4460998932850877,0.3792733511845912,0.2082588751970436,1.0229365297170918,0.012536861,0.9379634765625,0.100887306,0.112334057688713,0.5515269956371553,0.0023742789306316,0.5982462613819656,0.2284684766615512,0.1194794975150345,0.003349372,0.959538671875,1.0135970657630846,0.825,0.7083,0.0946,5.5,0.562220048538501
bert-small_6.5_1,0.17193286,0.0981037020683288,0.5380698912288822,0.0021514224245073,0.3895477503843689,0.512122205147129,0.2792774935531701,1.0311190184701506,0.016012466,0.9294873046875,0.09415692,0.1180599629878997,0.5458612975391499,0.0014228530775626,0.5881044149122917,0.2449765204494094,0.1256107119243532,0.0068690265,0.96320576171875,1.014608096328616,0.8275,0.7177,0.0999,6.5,0.52814872037186
bert-small_6.5_2,0.18062042,0.0968628525733947,0.531504195702298,0.0009857114693958,0.3056120729632851,0.4048543062675206,0.2290870209357274,1.0245241741305395,0.018662836,0.9402259765625,0.097397454,0.1212138533592224,0.5388670318084805,0.0015857097551149,0.4067595720192871,0.228178584887988,0.1154372516774103,0.0054769726,0.96354013671875,1.01356377374108,0.8316,0.7272,0.0976,6.5,0.5352692644112682
bert-small_6.5_3,0.18870118,0.1016826629638671,0.519769943514447,0.0008142833877617,0.1494761003496914,0.40801082644482,0.2271124086643622,1.0247000506112438,0.014212861,0.94274951171875,0.10314615,0.1234748661518096,0.5307499121431082,0.0029142773877788,0.1694569043800865,0.2230125423471439,0.1155822648305009,0.005931676,0.9626021484375,1.0132525004177466,0.8221,0.7013,0.1036,6.5,0.5436364631022668
bert-small_7.5_1,0.17871287,0.0906372666358947,0.532078479775772,0.0015171385224613,0.1498654620217815,0.4991742809115481,0.2717632075005035,1.030322024755019,0.019882333,0.93337490234375,0.09981096,0.1145348995923996,0.5398870288942031,0.0020142799592001,0.3398464074867941,0.229567631790457,0.1190151185006566,0.005587574,0.96375693359375,1.0136608045009037,0.8176,0.6919,0.1117,7.5,0.5180061908128335
bert-small_7.5_2,0.1523575,0.0992858707904815,0.5127842491878595,0.0035228470775797,-0.2196304244165345,0.5022521179509956,0.284824856008069,1.030541436595113,0.025343664,0.923483203125,0.08265689,0.1295502185821533,0.5281613481104339,0.0017057094122588,0.1970438172291105,0.2302264530162775,0.1189586058657433,0.005174651,0.96515654296875,1.0137028111180082,0.8321,0.7308,0.1039,7.5,0.5123849137690129
bert-small_7.5_3,0.12611212,0.0995028913021087,0.5363127533921331,0.0019628515347099,0.1439020715897136,0.4909260400621065,0.2757449839306536,1.0298250412765615,0.024395697,0.93352119140625,0.06881334,0.1099437922239303,0.5471641509595687,0.0010457112979677,0.6007194260581432,0.2125453872563798,0.1088751570821964,0.0025484092,0.965514453125,1.0126067934136287,0.8326,0.7329,0.1048,7.5,0.5114529054126452
bert-small_8.5_1,0.19730756,0.0980421006679534,0.522829934771615,0.0008571404081702,0.0728110706025513,0.4911558696581894,0.2802273970736146,1.0298613660975622,0.024716195,0.92917294921875,0.11382793,0.1199003159999847,0.5346670438084462,0.0006942837306179,0.3913091155179243,0.1945253778070902,0.1017919421072301,0.004606395,0.9637552734375,1.0114987461943157,0.7939,0.6352,0.1283,8.5,0.5021021150210486
bert-small_8.5_2,0.17319001,0.0879503488540649,0.5234727900777426,0.0013114248245005,0.0230952365163326,0.5012689696359318,0.2695757106715386,1.0304461085520904,0.01795687,0.93459873046875,0.09847821,0.1069399714469909,0.5322841934737329,0.0019628515347099,0.3231959185326279,0.2090178360393728,0.1086931355521098,0.0046388134,0.96315322265625,1.0123906876770916,0.805,0.6614,0.1262,8.5,0.4980174501595853
bert-small_8.5_3,0.17625785,0.0980021655559539,0.5235585041185596,0.0020571369796086,-0.0396399386219827,0.5143700801029708,0.2831284280689071,1.031270271091563,0.017301507,0.9370291015625,0.0995603,0.1237498372793197,0.5241413595961154,0.0020314227673635,0.2146200839995119,0.2250319557360676,0.1196277589065825,0.005816345,0.964887109375,1.0133878708115474,0.8093,0.6709,0.1175,8.5,0.49080373363044033
bert-small_9.5_1,0.186038,0.0954828858375549,0.5120813940531599,0.0012685678040919,-0.0733686259794509,0.389970587530436,0.2231595148235193,1.023608065471576,0.017598063,0.94011669921875,0.108481266,0.1286650002002716,0.5239785029185631,0.0009857114693958,0.2488974885684872,0.1823103961560662,0.0926855239269158,0.003722442,0.96175087890625,1.0107388290346648,0.7936,0.6357,0.1277,9.5,0.4820288116564497
bert-small_9.5_2,0.1712762,0.0883010923862457,0.5084471187225179,0.0021428510204256,-0.3290459314033417,0.500860452255455,0.2840023719064332,1.0304656119181934,0.019354291,0.9286571847507332,0.09758661,0.1141380816698074,0.5189899457430122,0.0016542809877686,0.1749668384650305,0.1926919332214436,0.1016889197763786,0.005126711,0.96502861328125,1.0113876299639604,0.8027,0.656,0.1309,9.5,0.4817249214141901
bert-small_9.5_3,0.18154936,0.0953007042407989,0.5160928111633967,0.0007114265387813,0.1200759470169988,0.4864158384848096,0.2773640246595718,1.029566495749885,0.022123028,0.9369950097847358,0.10490973,0.1201415956020355,0.5218099376858923,0.0019799943428733,0.271308005920832,0.170778277317098,0.0891074960593958,0.0038222123,0.963441015625,1.0100272644476926,0.7955,0.6396,0.1367,9.5,0.4948303943282827
bert-small_5.5_2,0.18319698,0.0892079770565033,0.5374013217105094,0.0007799977714349,0.4150206525210239,0.3975732029631184,0.2224495621786024,1.0240664718643522,0.01560501,0.9355486328125,0.10076366,0.1121192872524261,0.5441213025105642,0.0013457104408273,0.5567261421279499,0.2007556952978085,0.1039757079767266,0.0036860364,0.95866025390625,1.0118797192336502,0.8193,0.6948,0.0941,5.5,0.5037715639005269
bert-small_9_3,,,,,,,,,,,,,,,,,,,,,,,,,0.39638390147454317
bert-small_14_3,,,,,,,,,,,,,,,,,,,,,,,,,0.3555776055210649
bert-small_16_3,,,,,,,,,,,,,,,,,,,,,,,,,0.34358154478530345
